sku,store,categories,attribute_set,type,color,size,name,simples_skus,configurable_attributes,description,short_description,special_price,qty,is_in_stock,manage_stock,status,visibility,tax_class_id,thumbnail,thumbnail_label,image,small_image,media_gallery,min_qty,min_sale_qty,max_sale_qty,notify_stock_qty,msrp_enabled,country_of_manufacture,meta_description,meta_keyword,meta_title,upc,ipc,division_code,class,class_description,collection,collection_description,selling_period,type_group,type_name,type_description,group,country_of_origin,package,length,width,height,weight,is_gift_card,product_code,composition,manufacturer,rn_number,hts_code,visual_stock_id,cost,price,msrp,stock_code,product_category,safety_qty,at_sell
P400Y,fr,Hommes/Men's/Asics Shoes/Field,Default,configurable,,,Gel-Hockey Neo 3,"889436027726,889436027733,889436027740,889436027757,889436027764,889436027771,889436027788,889436027801,889436027818,889436027825,889436027832,889436027849,889436027856,889436027863,889436027870","color,size",<p>Gel-Hockey Neo 3</p>,Gel-Hockey Neo 3,,39,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12764.jpg,P400Y_9023_f,http://app.visual-2000.com/imageapi/asicserp8_12764.jpg,http://app.visual-2000.com/imageapi/asicserp3_12764.jpg,http://app.visual-2000.com/imageapi/asicserp8_12764.jpg::P400Y_9023_f,0,1,0,1,1,,<p>Gel-Hockey Neo 3</p>,,Gel-Hockey Neo 3,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Field,Field,Fall 2016,D,Pour Hommes,Pour Hommes,1A990104,,Unite,0,0,0,0,0,P400Y,,,,,5,0,77,139.99,WEB,REG,0,39
T639N,fr,Hommes/Men's/Asics Shoes/Fuzex,Default,configurable,,,Fuzex,"889436153562,889436153579,889436153586,889436153593,889436153609,889436153623,889436153678,889436153685,889436153692,889436153708,889436153715,889436153722,889436153739,889436153746,889436153753,889436153760,889436153777,889436153791,889436153807,889436153845,889436153852,889436153869,889436153876,889436153883,889436153890,889436153906,889436153913,889436153920,889436153937,889436153944,889436153968,889436154019,889436154026,889436154033,889436154040,889436154057,889436154064,889436154071,889436154088,889436154095,889436154101,889436154118,889436154132,889436154200,889436154217,889436154224,889436154231,889436154248,889436154255,889436154262,889436154279,889436154286,889436154309,889436154354,889436154361,889436154378,889436154385,889436154392,889436154408","color,size",<p>Fuzex</p>,Fuzex,,196,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_13545.jpg,T639N_4949_RT,http://app.visual-2000.com/imageapi/asicserp8_13545.jpg,http://app.visual-2000.com/imageapi/asicserp3_13545.jpg,http://app.visual-2000.com/imageapi/asicserp8_13545.jpg::T639N_4949_RT,0,1,0,1,1,,<p>Fuzex</p>,,Fuzex,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Fuzex,Fuzex,Spring 2016,D,Pour Hommes,Pour Hommes,1A03010102,,Unite,0,0,0,0,0,T639N,,,,,5,0,77,139.99,WEB,REG,0,196
T521N,fr,Hommes/Men's/Asics Shoes/Maximum Support,Default,configurable,,,Gel Fortify,"887749724639,887749724646,887749724653,887749724660,887749724677,887749724691,887749724769,887749724776,887749724783","color,size",<p>Gel Fortify</p>,Gel Fortify,,15,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_10109.jpg,t521n_9149_0000000000_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_10109.jpg,http://app.visual-2000.com/imageapi/asicserp3_10109.jpg,http://app.visual-2000.com/imageapi/asicserp8_10109.jpg::t521n_9149_0000000000_f_l_primary,0,1,0,1,1,,<p>Gel Fortify</p>,,Gel Fortify,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Maximum Support,Maximum Support,Spring 2015,D,Pour Hommes,Pour Hommes,1A030101,,Unite,0,0,0,0,0,T521N,,,,,5,0,93.5,179.99,WEB,REG,0,15
T5G2N,fr,Hommes/Men's/Asics Shoes/Maximum Support,Default,configurable,,,Gel Fortitude 7,"887749981223,887749981285,887749981308,887749981346,887749981353,887749981360,887749981377,887749981384","color,size",<p>Gel Fortitude 7</p>,Gel Fortitude 7,,12,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11088.jpg,t5g2n_1590_0000000000_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_11088.jpg,http://app.visual-2000.com/imageapi/asicserp3_11088.jpg,http://app.visual-2000.com/imageapi/asicserp8_11088.jpg::t5g2n_1590_0000000000_f_l_primary,0,1,0,1,1,,<p>Gel Fortitude 7</p>,,Gel Fortitude 7,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Maximum Support,Maximum Support,Fall 2015,D,Pour Hommes,Pour Hommes,1A030101,,Unite,0,0,0,0,0,T5G2N,,,,,5,0,88,159.99,WEB,REG,0,12
T5H0N,fr,Hommes/Men's/Asics Shoes/Maximum Support,Default,configurable,,,Gel Foundation 12,"887749982510,887749982527,887749982534,887749982541,887749982558,887749982572,887749982589,887749982619,887749982626,887749982633,887749982640,887749982657,887749982664,887749986365,887749986372,887749986389,887749986396,887749986402,887749986426,887749986433,887749986488,887749986495,887749986501,887749986518","color,size",<p>Gel Foundation 12</p>,Gel Foundation 12,,46,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11093.jpg,t5h0n_3907_0000000000_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_11093.jpg,http://app.visual-2000.com/imageapi/asicserp3_11093.jpg,http://app.visual-2000.com/imageapi/asicserp8_11093.jpg::t5h0n_3907_0000000000_f_l_primary,0,1,0,1,1,,<p>Gel Foundation 12</p>,,Gel Foundation 12,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Maximum Support,Maximum Support,Fall 2015,D,Pour Hommes,Pour Hommes,1A030101,,Unite,0,0,0,0,0,T5H0N,,,,,5,0,88,159.99,WEB,REG,0,46
R506Y,fr,Hommes/Men's/Asics Shoes/Multi-Court,Default,configurable,,,Gel Blade 5,"887749927184,887749927191,887749927207,887749927214,887749927221,887749927238,887749927245,887749927290,887749927306,887749927313,887749927320,887749927337,887749927344","color,size",<p>Gel Blade 5</p>,Gel Blade 5,,23,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11012.jpg,r506y_3901_0000000000_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_11012.jpg,http://app.visual-2000.com/imageapi/asicserp3_11012.jpg,http://app.visual-2000.com/imageapi/asicserp8_11012.jpg::r506y_3901_0000000000_f_l_primary,0,1,0,1,1,,<p>Gel Blade 5</p>,,Gel Blade 5,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Multi-Court,Multi-Court,Fall 2015,D,Pour Hommes,Pour Hommes,1A100101,,Unite,0,0,0,0,0,R506Y,,,,,5,0,77,139.99,WEB,REG,0,23
E415Y,fr,Hommes/Men's/Asics Shoes/Multi-Court,Default,configurable,,,Gel Domain 3,"887749444476,887749444483,887749444490,887749444506,887749444513,887749444520,887749444537,887749444544,887749444551,887749444605,887749444612,887749444636,887749444643,887749444650,887749444667,887749444674,887749444681,887749444698,887749444704,887749444711,887749444759,887749444766,887749444773,887749444780,887749444803","color,size",<p>Gel Domain 3</p>,Gel Domain 3,,55,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_9085.jpg,e415y_7001_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_9085.jpg,http://app.visual-2000.com/imageapi/asicserp3_9085.jpg,http://app.visual-2000.com/imageapi/asicserp8_9085.jpg::e415y_7001_f_l_primary,0,1,0,1,1,,<p>Gel Domain 3</p>,,Gel Domain 3,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Multi-Court,Multi-Court,Fall 2014,D,Pour Hommes,Pour Hommes,1A100101,,Unite,0,0,0,0,0,E415Y,,,,,5,0,77,139.99,WEB,REG,0,55
B405N,fr,Hommes/Men's/Asics Shoes/Multi-Court,Default,configurable,,,Gel Rocket 7,"889436121455,889436121462,889436121479,889436121486,889436121493,889436121516,889436121585,889436121592,889436121608,889436121615,889436121622,889436121639,889436121646,889436121660,889436121684,889436121752,889436121769,889436121776,889436121783,889436121790,889436121806,889436121813,889436121837,889436121851,889436121868,889436121929,889436121943,889436121950","color,size",<p>Gel Rocket 7</p>,Gel Rocket 7,,53,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11947.jpg,b405n_9399_f,http://app.visual-2000.com/imageapi/asicserp8_11947.jpg,http://app.visual-2000.com/imageapi/asicserp3_11947.jpg,http://app.visual-2000.com/imageapi/asicserp8_11947.jpg::b405n_9399_f,0,1,0,1,1,,<p>Gel Rocket 7</p>,,Gel Rocket 7,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Multi-Court,Multi-Court,Fall 2014,D,Pour Hommes,Pour Hommes,1A080101,,Unite,0,0,0,0,0,B405N,,,,,5,0,55,99.99,WEB,REG,0,53
E609Y,fr,Hommes/Men's/Asics Shoes/Multi-Court,Default,configurable,,,Gel-Domain 4,"889436385444,889436385451,889436385468,889436385482,889436385505,889436385512,889436385574,889436385581,889436385598,889436385604","color,size",<p>Gel-Domain 4</p>,Gel-Domain 4,,20,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12736.jpg,E609Y_5843_f,http://app.visual-2000.com/imageapi/asicserp8_12736.jpg,http://app.visual-2000.com/imageapi/asicserp3_12736.jpg,http://app.visual-2000.com/imageapi/asicserp8_12736.jpg::E609Y_5843_f,0,1,0,1,1,,<p>Gel-Domain 4</p>,,Gel-Domain 4,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Multi-Court,Multi-Court,Fall 2016,D,Pour Hommes,Pour Hommes,1A100101,,Unite,0,0,0,0,0,E609Y,,,,,5,0,71.5,129.99,WEB,REG,0,20
S517Y,fr,Hommes/Men's/Asics Shoes/Performance Training,Default,configurable,,,Gel Fortius 2 Tr,"887749928105,887749928112,887749928129,887749928136,887749928143,887749928167,887749928211,887749928228,887749928235,887749928242,887749928259,887749928266,887749928273,887749928280,887749928297,887749928303,887749928310,887749928334,887749928389,887749928396,887749928402,887749928419,887749928426,887749928433","color,size",<p>Gel Fortius 2 Tr</p>,Gel Fortius 2 Tr,,46,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11019.jpg,s517y_9075_0000000000_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_11019.jpg,http://app.visual-2000.com/imageapi/asicserp3_11019.jpg,http://app.visual-2000.com/imageapi/asicserp8_11019.jpg::s517y_9075_0000000000_f_l_primary,0,1,0,1,1,,<p>Gel Fortius 2 Tr</p>,,Gel Fortius 2 Tr,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Performance Training,Performance Training,Fall 2015,D,Pour Hommes,Pour Hommes,1A990101,,Unite,0,0,0,0,0,S517Y,,,,,5,0,66,119.99,WEB,REG,0,46
S603Y,fr,Hommes/Men's/Asics Shoes/Performance Training,Default,configurable,,,Gel-Craze Tr 3,"889436135193,889436135209,889436135216,889436135254,889436135308,889436135315,889436135322,889436135339","color,size",<p>Gel-Craze Tr 3</p>,Gel-Craze Tr 3,,26,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12771.jpg,S603Y_9990_f,http://app.visual-2000.com/imageapi/asicserp8_12771.jpg,http://app.visual-2000.com/imageapi/asicserp3_12771.jpg,http://app.visual-2000.com/imageapi/asicserp8_12771.jpg::S603Y_9990_f,0,1,0,1,1,,<p>Gel-Craze Tr 3</p>,,Gel-Craze Tr 3,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Performance Training,Performance Training,Spring 2016,D,Pour Hommes,Pour Hommes,1A990101,,Unite,0,0,0,0,0,S603Y,,,,,5,0,66,119.99,WEB,REG,0,26
